mir,disease,pmid
hsa-mir-181d,"Carcinoma, Hepatocellular",26434860
hsa-mir-24-1,"Leukemia, Myeloid, Acute",26456596
hsa-mir-24-1,Lymphoma,26456596
hsa-mir-24-1,Multiple Myeloma,26458312
hsa-mir-129-2,Esophageal Neoplasms,26525105
hsa-mir-129-2,"Squamous Cell Carcinoma, Esophageal",26525105
hsa-mir-34a,Esophageal Neoplasms,26525105
hsa-mir-34a,"Squamous Cell Carcinoma, Esophageal",26528525
hsa-mir-34b,Esophageal Neoplasms,26549593
hsa-mir-34b,"Squamous Cell Carcinoma, Esophageal",26562412
hsa-mir-34c,Esophageal Neoplasms,26582398
hsa-mir-34c,"Squamous Cell Carcinoma, Esophageal",26582398
hsa-mir-34b,Mesothelioma,26622415
hsa-mir-34c,Mesothelioma,26631952
hsa-mir-196a-2,"Carcinoma, Hepatocellular",26685009
hsa-mir-143,"Leukemia-Lymphoma, Precursor T-Cell Lymphoblastic",26685009
hsa-mir-373,Liver Neoplasms,26744876
hsa-mir-203,Multiple Myeloma,26756543
hsa-mir-373,Colorectal Carcinoma,26756543
hsa-mir-200a,"Carcinoma, Hepatocellular",26756543
hsa-mir-17,"Leukemia, Myeloid, Acute",26770453
hsa-mir-18,"Leukemia, Myeloid, Acute",26790436
hsa-mir-19a,"Leukemia, Myeloid, Acute",26802212
hsa-mir-19b-1,"Leukemia, Myeloid, Acute",26807325
hsa-mir-20a,"Leukemia, Myeloid, Acute",26807325
hsa-mir-92-1,"Leukemia, Myeloid, Acute",26812693
hsa-mir-34c,Gastric Neoplasms,26812693
hsa-mir-124-2,"Carcinoma, Lung, Non-Small-Cell",26827795
hsa-mir-124-3,"Carcinoma, Lung, Non-Small-Cell",26827795
hsa-mir-9-3,"Carcinoma, Lung, Non-Small-Cell",26853698
hsa-mir-139,Gastric Neoplasms,26860517
hsa-mir-9-1,Gastric Neoplasms,26860517
hsa-mir-9-2,Gastric Neoplasms,26860517
hsa-mir-9-3,Gastric Neoplasms,26867772
hsa-mir-129-1,Thyroid Neoplasms,26867772
hsa-mir-129-2,Thyroid Neoplasms,26909911
hsa-let-7e,Breast Neoplasms,26943954
hsa-mir-191,"Carcinoma, Hepatocellular",26967895
hsa-mir-34b,"Carcinoma, Lung, Small-Cell",26978735
hsa-mir-34c,"Carcinoma, Lung, Small-Cell",26987792
hsa-mir-29a,Influenza,27044381
hsa-mir-369,"Leukemia, Myeloid, Chronic",27047250
hsa-mir-410,"Leukemia, Myeloid, Chronic",27047250
hsa-mir-615,"Leukemia, Myeloid, Chronic",27047250
hsa-mir-663a,"Leukemia, Myeloid, Chronic",27047250
hsa-mir-16-2,"Leukemia, Lymphocytic, Chronic, B-Cell",27060458
hsa-mir-212,"Carcinoma, Lung, Non-Small-Cell",27067271
hsa-mir-193a,"Carcinoma, Hepatocellular",27078210
hsa-mir-127,"Carcinoma, Oral",27124025
hsa-mir-137,"Carcinoma, Oral",27126269
hsa-mir-141,"Carcinoma, Oral",27129184
hsa-mir-200a,"Carcinoma, Oral",27155004
hsa-mir-200c,"Carcinoma, Oral",27162785
hsa-mir-375,"Carcinoma, Oral",27162785
hsa-mir-9-1,"Squamous Cell Carcinoma, Oral",27166186
hsa-mir-9-3,"Squamous Cell Carcinoma, Oral",27176713
hsa-mir-31,Breast Neoplasms,27176713
hsa-mir-152,Atherosclerosis,27197674
hsa-mir-34a,Prostate Neoplasms,27197674
hsa-let-7c,"Carcinoma, Hepatocellular",27215082
hsa-mir-101-1,"Carcinoma, Hepatocellular",27225861
hsa-mir-125b-1,"Carcinoma, Hepatocellular",27226534
hsa-mir-125b-2,"Carcinoma, Hepatocellular",27288814
hsa-mir-675,Eosinophilic Esophagitis,27297958
hsa-mir-199b,Medulloblastoma,27300437
hsa-let-7b,Liver Neoplasms,27301461
hsa-mir-137,Gastric Neoplasms,27323694
hsa-mir-218-1,Breast Neoplasms,27342518
hsa-mir-218-2,Breast Neoplasms,27342518
hsa-mir-7-1,Breast Neoplasms,27342518
hsa-mir-7-2,Breast Neoplasms,27346801
hsa-mir-7-3,Breast Neoplasms,27346801
hsa-mir-133a-1,Colorectal Carcinoma,27346801
hsa-mir-133a-2,Colorectal Carcinoma,27371164
hsa-mir-340,Neuroblastoma,27374153
hsa-mir-1256,Prostate Neoplasms,27400799
hsa-mir-29a,Prostate Neoplasms,27434290
hsa-mir-124-1,Cholangiocarcinoma,27434558
hsa-mir-124-2,Cholangiocarcinoma,27434558
hsa-mir-149,Colorectal Carcinoma,27441818
hsa-mir-124a,Colorectal Carcinoma,27470555
hsa-mir-141,Esophageal Neoplasms,27470555
hsa-mir-31,Melanoma,27477940
hsa-mir-127,Osteosarcoma,27484208
hsa-mir-411,Osteosarcoma,27489379
hsa-mir-431,Osteosarcoma,27489379
hsa-mir-432,Osteosarcoma,27491928
hsa-mir-23b,Prostate Neoplasms,27502756
hsa-mir-29b-1,Multiple Myeloma,27510529
hsa-mir-29b-2,Multiple Myeloma,27518498
hsa-mir-101-1,Hepatitis B Virus Infection,27519051
hsa-mir-101-2,Hepatitis B Virus Infection,27519051
hsa-mir-29b-1,Systemic Lupus Erythematosus,27519051
hsa-mir-29b-2,Systemic Lupus Erythematosus,27519051
hsa-mir-34b,Prostate Neoplasms,27519051
hsa-mir-29b-1,Ovarian Neoplasms,27519051
hsa-mir-29b-2,Ovarian Neoplasms,27521993
hsa-mir-211,Glioma,27522360
hsa-mir-124,Bladder Neoplasms,27535005
hsa-mir-137,Bladder Neoplasms,27535005
hsa-mir-9,Bladder Neoplasms,27535005
hsa-mir-200c,"Carcinoma, Hepatocellular",27535005
hsa-mir-335,"Carcinoma, Hepatocellular",27535859
hsa-mir-31,Prostate Neoplasms,27535859
hsa-mir-34a,Colon Neoplasms,27619068
hsa-mir-124-1,"Carcinoma, Renal Cell",27766047
hsa-mir-124-2,"Carcinoma, Renal Cell",27895580
hsa-mir-124-3,"Carcinoma, Renal Cell",27983524
hsa-mir-195,Gastric Neoplasms,28197964
hsa-mir-378a,Gastric Neoplasms,28224282
hsa-mir-124-1,Pancreatic Neoplasms,28224282
hsa-mir-124-2,Pancreatic Neoplasms,28224282
hsa-mir-124-3,Pancreatic Neoplasms,28224282
hsa-mir-129-2,"Carcinoma, Hepatocellular",28224282
hsa-mir-200,Breast Neoplasms,28224282
hsa-mir-146a,"Lymphoma, Burkitt",28250354
hsa-mir-129-1,"Carcinoma, Hepatocellular",28319523
hsa-mir-1286,Human Papilloma Virus Infection,28380212
hsa-mir-1287,Human Papilloma Virus Infection,28407516
hsa-mir-1290,Human Papilloma Virus Infection,28407516
hsa-mir-432,Human Papilloma Virus Infection,28415578
hsa-mir-641,Human Papilloma Virus Infection,28464406
hsa-mir-95,Human Papilloma Virus Infection,28464406
hsa-mir-124a-2,"Carcinoma, Renal Cell",28507466
hsa-mir-124a-3,"Carcinoma, Renal Cell",28627655
hsa-mir-129-2,"Carcinoma, Renal Cell",28738524
hsa-mir-9-1,"Carcinoma, Renal Cell",28751542
hsa-mir-9-3,"Carcinoma, Renal Cell",28751542
hsa-mir-219,Breast Neoplasms,28751542
hsa-mir-10a,Bladder Neoplasms,28785809
hsa-mir-200b,Bladder Neoplasms,28785809
hsa-mir-15a,"Carcinoma, Lung, Non-Small-Cell",28785809
hsa-mir-663,"Leukemia, Myeloid, Acute",28785809
hsa-mir-29,"Carcinoma, Lung, Non-Small-Cell",28968466
hsa-mir-199a,Testicular Neoplasms,28968466
hsa-mir-328,Breast Neoplasms,29032147
hsa-mir-29,Neoplasms [unspecific],29036525
hsa-mir-203,"Leukemia, Myeloid, Acute, Pediatric",29036525
hsa-mir-200,Hepatoblastoma,29036525
hsa-mir-205,Hepatoblastoma,29036525
hsa-mir-214,Lung Fibrosis,29095255
hsa-mir-34b,Early-Stage Lung Adenocarcinoma,29126355
hsa-mir-34c,Early-Stage Lung Adenocarcinoma,29126355
hsa-mir-29b,Liver Fibrosis,29126355
hsa-mir-34b,Pleural Mesothelioma,29150941
hsa-mir-34c,Pleural Mesothelioma,29187235
hsa-mir-124a,Rheumatoid Arthritis,29191214
hsa-mir-203,Rhabdomyosarcoma,29191214
hsa-mir-151a,Breast Neoplasms,29191214
hsa-mir-199a,Chronic Obstructive Pulmonary Disease,29191214
hsa-mir-124a,Melanoma,29197221
hsa-mir-128a,"Leukemia, T-Cell",29325906
hsa-mir-205,Hepatitis B Virus Infection,29325906
hsa-mir-9,Medulloblastoma,29325906
hsa-mir-22,Ewing Sarcoma,29325906
hsa-let-7c,Cardiomyopathy,29325906
hsa-mir-99a,Cardiomyopathy,29325906
hsa-mir-9,"Leukemia, Lymphocytic, Chronic, B-Cell",29325906
hsa-mir-124a-1,Breast Neoplasms,29325906
hsa-mir-124a-2,Breast Neoplasms,29373877
hsa-mir-124a-3,Breast Neoplasms,29385987
hsa-mir-124,Pulmonary Hypertension,29385987
hsa-mir-297,Squamous Cell Carcinoma,29385987
hsa-mir-485,Squamous Cell Carcinoma,29402769
hsa-mir-92b,Squamous Cell Carcinoma,29434712
hsa-mir-34a,Bladder Neoplasms,29506853
hsa-let-7a-3,Neoplasms [unspecific],29506853
hsa-mir-1258,Lung Neoplasms,29506853
hsa-mir-137,Lung Neoplasms,29516989
hsa-mir-375,Lung Neoplasms,29528577
hsa-mir-1260b,Prostate Neoplasms,29559958
hsa-mir-203,"Carcinoma, Endometrial",29679553
hsa-mir-34b,"Leukemia, Lymphocytic, Chronic, B-Cell",29679553
hsa-mir-34c,"Leukemia, Lymphocytic, Chronic, B-Cell",29679553
hsa-mir-375,"Carcinoma, Breast",29787577
hsa-mir-429,"Carcinoma, Hepatocellular",29787577
hsa-mir-199b,Ovarian Neoplasms,29787577
hsa-mir-127,Lung Neoplasms,29787577
hsa-mir-491,Liver Neoplasms,29795410
hsa-mir-34,"Leukemia, Lymphocytic, Chronic, B-Cell",29873258
hsa-let-7a-3,"Leukemia, Myeloid, Acute",29873258
hsa-mir-34b,"Carcinoma, Hepatocellular",29879500
hsa-mir-224,Prostate Neoplasms,29885402
hsa-mir-452,Prostate Neoplasms,29885402
hsa-mir-302,"Carcinoma, Hepatocellular",29888618
hsa-mir-31,"Adenocarcinoma, Colon",29897958
hsa-mir-615,"Adenocarcinoma, Pancreatic Ductal",29904430
hsa-mir-449a,Gastric Neoplasms,29904430
hsa-mir-99a,Gastric Neoplasms,29904430
hsa-mir-214,Rhabdomyosarcoma,29904430
hsa-mir-34a,"Leukemia, Promyelocytic, Acute",29904430
hsa-mir-34b,"Leukemia, Promyelocytic, Acute",29935433
hsa-mir-34c,"Leukemia, Promyelocytic, Acute",29935433
hsa-mir-126,Myeloma,29935433
hsa-mir-140,Myeloma,29935433
hsa-mir-15a,"Leukemia, Myeloid, Acute",29935433
hsa-mir-16-1,"Leukemia, Myeloid, Acute",29960630
hsa-mir-30b,Gastric Neoplasms,29960630
hsa-mir-219,Chronic Inflammatory Pain,29960630
hsa-mir-105,Neoplasms [unspecific],29960630
hsa-mir-767,Neoplasms [unspecific],29989302
hsa-mir-145,Chondrosarcoma,29997386
hsa-mir-149,Breast Neoplasms,30009269
hsa-mir-320a,Breast Neoplasms,30019103
hsa-mir-210,Helicobacter pylori Infection,30019103
hsa-mir-193a,Bladder Neoplasms,30019103
hsa-mir-101,Lung Neoplasms,30041004
hsa-mir-155,"Lymphoma, Non-Hodgkin",30058684
hsa-mir-106b,Polycystic Ovarian Syndrome,30127929
hsa-mir-25,Polycystic Ovarian Syndrome,30127929
hsa-mir-9,Gastric Neoplasms,30127929
hsa-mir-148a,"Carcinoma, Nasopharyngeal",30127929
hsa-mir-10b,Squamous Cell Carcinoma,30128020
hsa-mir-129,Gastric Neoplasms,30132091
hsa-mir-214,"Leukemia, Lymphocytic, Chronic, B-Cell",30132091
hsa-mir-26a,"Leukemia, Lymphocytic, Chronic, B-Cell",30135469
hsa-mir-146a,"Lymphoma, T-Cell",30135469
hsa-mir-181b,"Lymphoma, T-Cell",30135469
hsa-mir-720,"Leukemia, Myeloid, Acute",30135469
hsa-mir-25,"Carcinoma, Hepatocellular",30135469
hsa-mir-378,"Carcinoma, Hepatocellular",30135469
hsa-mir-497,"Carcinoma, Hepatocellular",30150203
hsa-mir-93,"Carcinoma, Hepatocellular",30160020
hsa-mir-155,Multiple Myeloma,30160046
hsa-mir-141,Gastric Neoplasms,30160046
hsa-mir-200,Gastric Neoplasms,30160046
hsa-mir-490,"Carcinoma, Gastric",30160046
hsa-mir-137,Neuroblastoma,30160046
hsa-mir-21,"Leukemia, Myeloid, Chronic",30160046
hsa-mir-34b,Leukemia,30165157
hsa-mir-328,Osteosarcoma,30165157
hsa-mir-34b,Wilms Tumor,30165157
hsa-mir-375,Myeloproliferative Neoplasms,30167868
hsa-mir-125b-2,Prostate Neoplasms,30167868
hsa-mir-133b,Prostate Neoplasms,30191988
hsa-mir-129-2,Glioma,30191988
hsa-mir-34b,Soft Tissue Sarcoma,30191988
hsa-mir-34c,Soft Tissue Sarcoma,30191988
hsa-mir-101,Glioma,30191988
hsa-mir-9-1,Multiple Myeloma,30191988
hsa-mir-9-3,Multiple Myeloma,30194557
hsa-mir-124,Prostate Neoplasms,30194557
hsa-mir-29b,Gastric Neoplasms,30195754
hsa-mir-29c,Gastric Neoplasms,30195754
hsa-mir-24-2,Neoplasms [unspecific],30248300
hsa-mir-137,Neoplasms [unspecific],30248300
hsa-mir-129-2,Lung Neoplasms,30248300
hsa-mir-302c,Chondrosarcoma,30248300
hsa-mir-10a,Atherosclerosis,30248300
hsa-mir-137,Glioblastoma,30267378
hsa-mir-210,Cardiovascular Diseases [unspecific],30267378
hsa-mir-145,"Squamous Cell Carcinoma, Esophageal",30270454
hsa-mir-139,"Carcinoma, Lung, Non-Small-Cell",30270454
hsa-mir-15a,Neoplasms [unspecific],30270454
hsa-mir-148,Hematologic Neoplasms,30277561
hsa-mir-152,Hematologic Neoplasms,30277561
hsa-mir-20a,Glioma,30298490
hsa-mir-125b,Neoplasms [unspecific],30298490
hsa-let-7,Glioma,30308506
hsa-mir-126,Rheumatoid Arthritis,30308506
hsa-mir-122,Germ Cell Tumor,30308506
hsa-mir-302a,Germ Cell Tumor,30309709
hsa-mir-302d,Germ Cell Tumor,30309709
hsa-mir-371,Germ Cell Tumor,30309709
hsa-mir-129-2,Breast Neoplasms,30309709
hsa-mir-129-2,Ovarian Neoplasms,30309709
hsa-mir-9-1,Ovarian Neoplasms,30311185
hsa-mir-24,Colon Adenoma,30311185
hsa-mir-143,Vascular Disease [unspecific],30312706
hsa-mir-148a,Skin Neoplasms,30317557
hsa-mir-125a,Colorectal Carcinoma,30317557
hsa-mir-133a,Cardiomegaly,30317557
hsa-mir-34b,Sarcomatoid Mesothelioma,30317557
hsa-mir-34c,Sarcomatoid Mesothelioma,30332417
hsa-mir-296,Glioblastoma,30160046
hsa-mir-378,"Leukemia, Myeloid, Chronic",25642434
hsa-mir-181c,Glioblastoma,17940623
hsa-mir-10b,"Squamous Cell Carcinoma, Head and Neck",17940623
hsa-mir-497,Hematologic Neoplasms,17940623
hsa-mir-30d,Ovarian Neoplasms,17940623
hsa-mir-193b,"Adenocarcinoma, Esophageal",17940623
hsa-mir-153,Glioblastoma,17940623
hsa-mir-200b,Cervical Neoplasms,17940623
hsa-mir-27b,Breast Neoplasms,17940623
hsa-mir-34a,"Squamous Cell Carcinoma, Laryngeal or Hypopharyngeal",17940623
hsa-mir-152,"Carcinoma, Breast",17940623
hsa-mir-615,"Carcinoma, Hepatocellular",17940623
hsa-let-7b,"Carcinoma, Colon",19074725
hsa-mir-34a,"Carcinoma, Bladder",19074725
hsa-mir-34b,Bladder Neoplasms,19074725
hsa-mir-34c,"Carcinoma, Bladder",20134314
hsa-mir-125b,Chondrosarcoma,22892953
hsa-mir-429,Cholangiocarcinoma,23173870
hsa-mir-18,Bronchopulmonary Dysplasia,23220912
hsa-mir-19a,Bronchopulmonary Dysplasia,23463124
hsa-mir-19b-1,Bronchopulmonary Dysplasia,23463124
hsa-mir-20a,Bronchopulmonary Dysplasia,23842624
hsa-mir-92-1,Bronchopulmonary Dysplasia,23967079
hsa-mir-200,Ovarian Serous Cystadenocarcinoma,24135052
hsa-mir-200,"Leukemia, Myeloid, Acute",24232982
hsa-mir-124,Cervical Neoplasms,24931464
hsa-mir-149,Glioblastoma,24931464
hsa-mir-181a,Neurodegenerative Diseases [unspecific],25220540
hsa-mir-107,"Carcinoma, Breast",25677760
hsa-mir-1258,"Carcinoma, Breast",26126974
hsa-mir-137,"Carcinoma, Breast",26185105
hsa-mir-378a,Liver Cirrhosis,26339409
hsa-mir-148a,Osteoporosis,26339455
hsa-mir-124,"Carcinoma, Breast",26339600
hsa-mir-148a,"Carcinoma, Breast",26497897
hsa-mir-191,"Carcinoma, Breast",26554254
hsa-mir-193a,"Carcinoma, Breast",26580972
hsa-mir-203,"Carcinoma, Breast",26586116
hsa-mir-212,"Carcinoma, Breast",26662386
hsa-mir-34b,"Carcinoma, Breast",26802165
hsa-mir-9,"Carcinoma, Breast",26934556
hsa-mir-149,Hematologic Neoplasms,26951510
hsa-mir-520c,Hematologic Neoplasms,27081702
hsa-mir-106b,"Adenocarcinoma, Esophageal",27458977
hsa-mir-129,"Carcinoma, Urothelial",27460730
hsa-mir-663a,"Carcinoma, Urothelial",27485175
hsa-mir-200,"Carcinoma, Endometrioid Endometrial",27485175
hsa-mir-371,Testicular Germ Cell Tumor,27497911
hsa-mir-373,Testicular Germ Cell Tumor,27497911
hsa-mir-1,Heart Diseases [unspecific],27497911
hsa-mir-133,Heart Diseases [unspecific],27506865
hsa-mir-208,Heart Diseases [unspecific],27506865
hsa-mir-499,Heart Diseases [unspecific],27525839
hsa-mir-137,"Carcinoma, Lung, Non-Small-Cell",27525941
hsa-mir-34,Colorectal Carcinoma,27529338
hsa-mir-9,Colorectal Carcinoma,27529338
hsa-mir-370,Cholangiocarcinoma,27631228
hsa-mir-10b,Atherosclerosis,27706621
hsa-mir-200,Lung Neoplasms,28050558
hsa-mir-21,Nervous System Diseases [unspecific],28512058
hsa-mir-34a,Cholangiocarcinoma,28512058
hsa-mir-142,"Carcinoma, Hepatocellular",29189128
hsa-mir-101,Glioblastoma,29189128
hsa-mir-29a,"Lymphoma, Burkitt",29627222
hsa-mir-22,Cholangiocarcinoma,29676832
hsa-mir-433,Cholangiocarcinoma,30099860
hsa-mir-34a,Preeclampsia,30105874
hsa-mir-1179,"Carcinoma, Lung, Non-Small-Cell",30109140
hsa-mir-375,"Carcinoma, Ovarian",30109140
hsa-mir-449a,"Carcinoma, Pancreatic",30109140
hsa-mir-570,Osteosarcoma,30109140
hsa-mir-1271,Gastric Neoplasms,30242879
hsa-mir-155,Glioma,30242879
hsa-mir-34,"Carcinoma, Breast",21070682
hsa-mir-137,Endometrial Neoplasms,21070682
hsa-mir-124,"Carcinoma, Cervical",21070682
hsa-mir-125a,Gastric Neoplasms,21070682
hsa-mir-4532,"Carcinoma, Breast",21070682
hsa-mir-873,Liver Cirrhosis,23386708
hsa-mir-486,Colorectal Carcinoma,24583788
hsa-mir-388,Gastric Neoplasms,24583788
hsa-mir-107,Ovarian Neoplasms,24583788
hsa-mir-1258,Ovarian Neoplasms,26271186
hsa-mir-130b,Ovarian Neoplasms,26271186
hsa-mir-203a,Ovarian Neoplasms,26271186
hsa-mir-132,"Carcinoma, Pancreatic",26271186
hsa-mir-142,Leukemia,26271186
hsa-mir-189,Tourette Syndrome,26271186
hsa-mir-187,"Leukemia, Lymphocytic, Chronic, B-Cell",26271186
hsa-mir-206,"Leukemia, Lymphocytic, Chronic, B-Cell",28178621
hsa-mir-27b,"Leukemia, Lymphocytic, Chronic, B-Cell",28301500
hsa-mir-103a-2,Melanoma,28301500
hsa-mir-103a-2,Ovarian Neoplasms,28301500
hsa-mir-1-1,Breast Neoplasms,28368488
hsa-mir-1-1,Melanoma,28785651
hsa-mir-1-1,Ovarian Neoplasms,29916103
hsa-mir-133a-2,Breast Neoplasms,29916103
hsa-mir-133a-2,Melanoma,30344656
hsa-mir-133a-2,Ovarian Neoplasms,16885332
hsa-mir-135b,Breast Neoplasms,16885332
hsa-mir-135b,Melanoma,16885332
hsa-mir-135b,Ovarian Neoplasms,16885332
hsa-mir-151a,Ovarian Neoplasms,16885332
hsa-mir-153-2,Breast Neoplasms,16885332
hsa-mir-153-2,Melanoma,16885332
hsa-mir-153-2,Ovarian Neoplasms,16885332
hsa-mir-17,Ovarian Neoplasms,16885332
hsa-mir-18a,Breast Neoplasms,16885332
hsa-mir-18a,Ovarian Neoplasms,16885332
hsa-mir-194-1,Breast Neoplasms,19195700
hsa-mir-194-1,Melanoma,20487546
hsa-mir-194-1,Ovarian Neoplasms,20487546
hsa-mir-199a-2,Ovarian Neoplasms,20487546
hsa-mir-19a,Melanoma,21182798
hsa-mir-19a,Ovarian Neoplasms,21182798
hsa-mir-19b-1,Breast Neoplasms,21332710
hsa-mir-19b-1,Melanoma,21332710
hsa-mir-19b-1,Ovarian Neoplasms,21332710
hsa-mir-200a,Melanoma,21332710
hsa-mir-200b,Melanoma,21332710
hsa-mir-20a,Ovarian Neoplasms,21332710
hsa-mir-215,Melanoma,21332710
hsa-mir-215,Ovarian Neoplasms,21332710
hsa-mir-218-1,Melanoma,21332710
hsa-mir-218-1,Ovarian Neoplasms,21332710
hsa-mir-219-1,Breast Neoplasms,21332710
hsa-mir-219-1,Melanoma,21332710
hsa-mir-219-1,Ovarian Neoplasms,21332710
hsa-mir-25,Melanoma,21332710
hsa-mir-25,Ovarian Neoplasms,21332710
hsa-mir-296,Breast Neoplasms,21332710
hsa-mir-296,Melanoma,21571355
hsa-mir-296,Ovarian Neoplasms,22209839
hsa-mir-302a,Breast Neoplasms,22209839
hsa-mir-302a,Melanoma,22406928
hsa-mir-302a,Ovarian Neoplasms,22406928
hsa-mir-302b,Breast Neoplasms,22519435
hsa-mir-302b,Melanoma,22519435
hsa-mir-302b,Ovarian Neoplasms,22806310
hsa-mir-302c,Breast Neoplasms,22806310
hsa-mir-302c,Melanoma,22932402
hsa-mir-302c,Ovarian Neoplasms,22936066
hsa-mir-302d,Breast Neoplasms,22936066
hsa-mir-302d,Melanoma,23137501
hsa-mir-302d,Ovarian Neoplasms,23137501
hsa-mir-30b,Breast Neoplasms,23233752
hsa-mir-30b,Melanoma,23260326
hsa-mir-30b,Ovarian Neoplasms,23260326
hsa-mir-30d,Breast Neoplasms,23321165
hsa-mir-30d,Melanoma,23391580
hsa-mir-320a,Melanoma,23774211
hsa-mir-320a,Ovarian Neoplasms,23794259
hsa-mir-338,Melanoma,23794259
hsa-mir-338,Ovarian Neoplasms,23794259
hsa-mir-339,Breast Neoplasms,23798998
hsa-mir-339,Melanoma,23822889
hsa-mir-367,Breast Neoplasms,23822889
hsa-mir-367,Melanoma,23832112
hsa-mir-367,Ovarian Neoplasms,23838916
hsa-mir-383,Breast Neoplasms,23970420
hsa-mir-383,Melanoma,23975664
hsa-mir-383,Ovarian Neoplasms,23982750
hsa-mir-429,Breast Neoplasms,24076132
hsa-mir-429,Melanoma,24180461
hsa-mir-429,Ovarian Neoplasms,24223734
hsa-mir-488,Breast Neoplasms,24289824
hsa-mir-488,Melanoma,24304648
hsa-mir-488,Ovarian Neoplasms,24304648
hsa-mir-9-1,Melanoma,24304648
hsa-mir-93,Melanoma,24304648
hsa-mir-1,Vascular Hypertrophy,24304648
hsa-mir-206,Vascular Hypertrophy,24319365
hsa-mir-198,Schizophrenia,24330517
hsa-mir-206,Schizophrenia,24390317
hsa-mir-196a-2,Lung Neoplasms,24390317
hsa-mir-510,Irritable Bowel Syndrome,24390317
hsa-mir-196a-2,Breast Neoplasms,24447552
hsa-mir-499a,Breast Neoplasms,24460313
hsa-mir-146a,Ovarian Neoplasms,24460332
hsa-mir-146a,"Carcinoma, Hepatocellular",24461971
hsa-mir-659,Dementia,24531034
hsa-let-7a,"Carcinoma, Lung, Non-Small-Cell",24531034
hsa-let-7a-1,"Carcinoma, Lung, Non-Small-Cell",24563490
hsa-let-7a-2,"Carcinoma, Lung, Non-Small-Cell",24563490
hsa-let-7a-3,"Carcinoma, Lung, Non-Small-Cell",24563490
hsa-let-7b,"Carcinoma, Lung, Non-Small-Cell",24664585
hsa-let-7d,"Carcinoma, Lung, Non-Small-Cell",24858372
hsa-let-7g,"Carcinoma, Lung, Non-Small-Cell",24858372
hsa-mir-30c-1,Breast Neoplasms,24858372
hsa-mir-96,Sensorineural Hearing Loss,24858372
hsa-mir-128,Anxiety Disorders,24858372
hsa-mir-148a,Anxiety Disorders,24866763
hsa-mir-148b,Anxiety Disorders,24866763
hsa-mir-152,Anxiety Disorders,24866763
hsa-mir-485,Anxiety Disorders,24866763
hsa-mir-509,Anxiety Disorders,24928469
hsa-mir-765,Anxiety Disorders,24928469
hsa-mir-196a-2,Gastric Neoplasms,24928469
hsa-mir-499,Breast Neoplasms,24928469
hsa-mir-16-2,Multiple Myeloma,24928469
hsa-mir-492,Colorectal Carcinoma,24928469
hsa-mir-191,Ovarian Neoplasms,24935355
hsa-mir-196a-1,Glioma,24937531
hsa-mir-196a-2,Glioma,24940606
hsa-mir-128-2,"Leukemia-Lymphoma, Precursor T-Cell Lymphoblastic",24940606
hsa-mir-204,Neoplasms [unspecific],24940606
hsa-mir-30a,Neoplasms [unspecific],24940606
hsa-mir-125b-1,"Leukemia, Biphenotypic, Acute",24940606
hsa-mir-196a-2,"Cardiomyopathy, Dilated",24940606
hsa-mir-499a,"Cardiomyopathy, Dilated",24944481
hsa-mir-499,"Squamous Cell Carcinoma, Head and Neck",24961692
hsa-mir-126,"Leukemia-Lymphoma, Precursor T-Cell Lymphoblastic",24961692
hsa-mir-146a,Gastrointestinal Neoplasms,24961692
hsa-mir-491,Colorectal Carcinoma,24961692
hsa-mir-646,Colorectal Carcinoma,24961692
hsa-mir-519e,Breast Neoplasms,24961692
hsa-mir-569,Systemic Lupus Erythematosus,24961692
hsa-mir-196a-2,Colorectal Carcinoma,24961692
hsa-mir-196a-1,Crohn Disease,24961692
hsa-mir-196a-2,Crohn Disease,24961692
hsa-mir-196b,Crohn Disease,24961692
hsa-mir-124-1,Breast Neoplasms,24983365
hsa-mir-124-2,Breast Neoplasms,25052605
hsa-mir-124-3,Breast Neoplasms,25086636
hsa-mir-146a,Esophageal Neoplasms,25086636
